sizeOfArray,algo,time,comparisions
76953,merge,265.3210163116455,1153243
76953,hybrid,251.9240379333496,1163697
77097,merge,268.2528495788574,1155724
77097,hybrid,252.8378963470459,1166022
77211,merge,264.18519020080566,1157433
77211,hybrid,253.37481498718262,1167677
77257,merge,265.3508186340332,1158322
77257,hybrid,253.45087051391602,1168559
77368,merge,262.5291347503662,1160266
77368,hybrid,252.11596488952637,1170244
77481,merge,262.7871036529541,1161952
77481,hybrid,250.37121772766113,1171910
77623,merge,265.73681831359863,1164273
77623,hybrid,254.9450397491455,1174074
77719,merge,266.082763671875,1165979
77719,hybrid,255.49006462097168,1175672
77826,merge,272.66907691955566,1167842
77826,hybrid,256.39796257019043,1177360
77928,merge,264.7840976715088,1169402
77928,hybrid,255.10025024414062,1178814
78030,merge,265.0730609893799,1171013
78030,hybrid,254.9288272857666,1180399
78092,merge,269.91987228393555,1172473
78092,hybrid,256.8249702453613,1181751
78210,merge,268.54419708251953,1173936
78210,hybrid,254.7171115875244,1183168
78300,merge,269.9902057647705,1175715
78300,hybrid,256.9441795349121,1184845
78354,merge,270.7340717315674,1176061
78354,hybrid,254.4879913330078,1185122
78549,merge,270.4770565032959,1179872
78549,hybrid,258.3298683166504,1188675
78649,merge,272.2959518432617,1181307
78649,hybrid,258.84008407592773,1190040
78658,merge,268.618106842041,1181587
78658,hybrid,255.94186782836914,1190371
78794,merge,268.33200454711914,1183618
78794,hybrid,257.99107551574707,1192330
78922,merge,271.9249725341797,1185658
78922,hybrid,265.0620937347412,1194074
78961,merge,281.61001205444336,1186558
78961,hybrid,266.5221691131592,1195091
79104,merge,273.76604080200195,1189111
79104,hybrid,260.4949474334717,1197390
79245,merge,273.10800552368164,1190937
79245,hybrid,261.33012771606445,1199004
79281,merge,273.2729911804199,1191842
79281,hybrid,260.2989673614502,1199965
79403,merge,273.6809253692627,1193717
79403,hybrid,263.5641098022461,1201747
79498,merge,271.5318202972412,1195170
79498,hybrid,261.9819641113281,1203089
79553,merge,274.8901844024658,1196062
79553,hybrid,261.80195808410645,1203804
79716,merge,271.12436294555664,1199022
79716,hybrid,262.4640464782715,1206602
79782,merge,271.2972164154053,1199873
79782,hybrid,261.5940570831299,1207545
79865,merge,282.00817108154297,1201266
79865,hybrid,267.55785942077637,1208846
80037,merge,274.9478816986084,1204107
80037,hybrid,264.13798332214355,1211500
80110,merge,277.0528793334961,1205506
80110,hybrid,263.46302032470703,1212773
80223,merge,276.7770290374756,1207524
80223,hybrid,263.09800148010254,1214676
80252,merge,275.15292167663574,1207895
80252,hybrid,264.4190788269043,1214947
80390,merge,279.2026996612549,1210229
80390,hybrid,267.9469585418701,1217143
80472,merge,273.33712577819824,1211324
80472,hybrid,263.00573348999023,1218196
80644,merge,278.63097190856934,1214246
80644,hybrid,263.8847827911377,1220931
80695,merge,278.9297103881836,1215020
80695,hybrid,267.240047454834,1221798
80843,merge,275.62713623046875,1217367
80843,hybrid,262.09402084350586,1223872
80891,merge,279.8011302947998,1218124
80891,hybrid,263.5672092437744,1224600
81027,merge,278.62000465393066,1220507
81027,hybrid,266.16597175598145,1226805
81115,merge,279.8128128051758,1221842
81115,hybrid,267.4601078033447,1228186
81239,merge,279.33597564697266,1223980
81239,hybrid,268.53394508361816,1230211
81329,merge,278.9947986602783,1225526
81329,hybrid,267.28081703186035,1231522
81413,merge,277.8589725494385,1227069
81413,hybrid,269.2568302154541,1232941
81522,merge,283.3869457244873,1228734
81522,hybrid,278.2909870147705,1234592
81556,merge,281.18395805358887,1229183
81556,hybrid,267.5940990447998,1234971
81665,merge,282.69314765930176,1231180
81665,hybrid,267.6351070404053,1236875
81789,merge,280.2140712738037,1233224
81789,hybrid,266.8428421020508,1238782
81907,merge,283.3080291748047,1234947
81907,hybrid,271.1958885192871,1240395
82016,merge,288.64097595214844,1236967
82016,hybrid,275.53486824035645,1242418
82107,merge,283.60795974731445,1238511
82107,hybrid,270.4908847808838,1243925
82170,merge,282.63092041015625,1239633
82170,hybrid,267.43006706237793,1245227
82346,merge,284.25025939941406,1242570
82346,hybrid,272.45020866394043,1248171
82373,merge,291.2428379058838,1242881
82373,hybrid,277.95910835266113,1248499
82532,merge,285.4039669036865,1245556
82532,hybrid,270.9817886352539,1251166
82606,merge,286.3907814025879,1246247
82606,hybrid,274.05810356140137,1252044
82686,merge,282.26518630981445,1248053
82686,hybrid,269.50979232788086,1253737
82839,merge,281.82196617126465,1250343
82839,hybrid,272.6290225982666,1256087
82945,merge,283.0338478088379,1252229
82945,hybrid,273.24914932250977,1258063
82971,merge,284.00683403015137,1252545
82971,hybrid,274.75690841674805,1258405
83051,merge,288.250207901001,1254072
83051,hybrid,274.5521068572998,1259824
83197,merge,288.0890369415283,1256121
83197,hybrid,276.0579586029053,1262028
83314,merge,288.0859375,1258302
83314,hybrid,270.6890106201172,1264150
83436,merge,288.39993476867676,1260554
83436,hybrid,275.2261161804199,1266488
83471,merge,283.6887836456299,1260909
83471,hybrid,273.8840579986572,1266942
83624,merge,288.8669967651367,1263656
83624,hybrid,276.37290954589844,1269731
83747,merge,288.29407691955566,1265574
83747,hybrid,276.99828147888184,1271657
83805,merge,289.89315032958984,1266552
83805,hybrid,277.1036624908447,1272694
83902,merge,286.73410415649414,1268160
83902,hybrid,277.163028717041,1274270
84003,merge,296.9777584075928,1269791
84003,hybrid,283.51497650146484,1275974
84067,merge,286.4227294921875,1271042
84067,hybrid,278.3379554748535,1277132
84190,merge,292.2830581665039,1272847
84190,hybrid,278.22399139404297,1279059
84343,merge,291.4440631866455,1275727
84343,hybrid,279.0977954864502,1281936
84441,merge,288.86890411376953,1277053
84441,hybrid,279.27303314208984,1283280
84457,merge,292.3099994659424,1277492
84457,hybrid,281.91399574279785,1283836
84625,merge,291.83483123779297,1280025
84625,hybrid,274.7972011566162,1286385
84695,merge,289.52503204345703,1281587
84695,hybrid,277.2941589355469,1287920
84834,merge,302.0169734954834,1283599
84834,hybrid,287.5790596008301,1290041
84859,merge,293.3921813964844,1284132
84859,hybrid,282.03320503234863,1290579
85044,merge,293.66493225097656,1287196
85044,hybrid,279.9108028411865,1293701
85110,merge,289.7148132324219,1288055
85110,hybrid,278.9490222930908,1294702
85186,merge,292.65904426574707,1289557
85186,hybrid,279.67214584350586,1296080
85328,merge,294.64197158813477,1291975
85328,hybrid,282.2699546813965,1298541
85409,merge,295.52412033081055,1293369
85409,hybrid,284.5301628112793,1299955
85489,merge,295.6280708312988,1294610
85489,hybrid,281.9099426269531,1301157
85552,merge,296.48900032043457,1295565
85552,hybrid,279.7260284423828,1302215
85702,merge,305.06014823913574,1298267
85702,hybrid,289.654016494751,1304995
85789,merge,301.1059761047363,1299603
85789,hybrid,290.78197479248047,1306356
85862,merge,297.177791595459,1300573
85862,hybrid,285.5029106140137,1307239
86043,merge,296.6041564941406,1303399
86043,hybrid,282.930850982666,1310310
86136,merge,296.50306701660156,1304902
86136,hybrid,281.588077545166,1311865
86184,merge,298.8901138305664,1306123
86184,hybrid,283.91122817993164,1312866
86288,merge,297.03497886657715,1307689
86288,hybrid,288.96212577819824,1314675
86360,merge,303.7068843841553,1308793
86360,hybrid,291.92399978637695,1315670
86496,merge,307.7809810638428,1311154
86496,hybrid,293.0588722229004,1318119
86561,merge,299.4248867034912,1312215
86561,hybrid,285.0191593170166,1319263
86707,merge,301.2111186981201,1314566
86707,hybrid,287.2951030731201,1321591
86810,merge,296.98920249938965,1316500
86810,hybrid,286.09514236450195,1323603
86888,merge,300.5409240722656,1317908
86888,hybrid,286.9389057159424,1325067
86986,merge,299.8371124267578,1319373
86986,hybrid,289.8380756378174,1326441
87077,merge,297.6398468017578,1321007
87077,hybrid,285.57896614074707,1328156
87236,merge,319.76890563964844,1323738
87236,hybrid,308.9883327484131,1330908
87297,merge,307.8930377960205,1324670
87297,hybrid,289.4740104675293,1331743
87386,merge,308.19106101989746,1326060
87386,hybrid,292.88506507873535,1333347
87542,merge,311.312198638916,1328790
87542,hybrid,297.5780963897705,1336007
87579,merge,308.34197998046875,1329410
87579,hybrid,288.7589931488037,1336661
87738,merge,303.483247756958,1331945
87738,hybrid,290.9812927246094,1339397
87809,merge,303.2677173614502,1333197
87809,hybrid,288.2230281829834,1340676
87946,merge,301.85699462890625,1335482
87946,hybrid,289.56007957458496,1342950
88001,merge,305.2339553833008,1336363
88001,hybrid,288.9690399169922,1343760
88093,merge,305.99188804626465,1337767
88093,hybrid,289.3240451812744,1345367
88232,merge,305.084228515625,1340110
88232,hybrid,292.9091453552246,1347699
88308,merge,304.3539524078369,1341533
88308,hybrid,292.81115531921387,1349136
88407,merge,307.10816383361816,1343265
88407,hybrid,290.9970283508301,1350765
88504,merge,307.2977066040039,1344496
88504,hybrid,292.55199432373047,1352166
88556,merge,306.73980712890625,1345488
88556,hybrid,288.84100914001465,1353182
88671,merge,314.38469886779785,1347157
88671,hybrid,307.7230453491211,1354937
88774,merge,310.11199951171875,1349061
88774,hybrid,295.59803009033203,1356991
88949,merge,309.16786193847656,1352217
88949,hybrid,294.84081268310547,1360056
88977,merge,306.5342903137207,1352445
88977,hybrid,294.6629524230957,1360255
89090,merge,307.8899383544922,1354249
89090,hybrid,295.3321933746338,1362027
89186,merge,309.7209930419922,1355800
89186,hybrid,294.38185691833496,1363688
89290,merge,307.01422691345215,1358047
89290,hybrid,295.05205154418945,1365834
89448,merge,308.5789680480957,1360034
89448,hybrid,299.3032932281494,1367950
89451,merge,310.14180183410645,1360466
89451,hybrid,295.5629825592041,1368383
89635,merge,311.215877532959,1363376
89635,hybrid,294.32034492492676,1371405
89748,merge,313.5249614715576,1365046
89748,hybrid,298.051118850708,1373198
89805,merge,310.0700378417969,1366406
89805,hybrid,294.09098625183105,1374593
89860,merge,312.20412254333496,1367211
89860,hybrid,294.7700023651123,1375368
90020,merge,309.97729301452637,1369771
90020,hybrid,297.7941036224365,1378035
90113,merge,310.87708473205566,1371157
90113,hybrid,299.4101047515869,1379423
90158,merge,313.7028217315674,1372185
90158,hybrid,299.15499687194824,1380389
90322,merge,313.8439655303955,1375204
90322,hybrid,297.6369857788086,1383425
90391,merge,314.26501274108887,1375946
90391,hybrid,299.56912994384766,1384232
90517,merge,318.71795654296875,1377713
90517,hybrid,296.4339256286621,1386226
90622,merge,313.3270740509033,1380130
90622,hybrid,302.19221115112305,1388417
90711,merge,315.28687477111816,1381334
90711,hybrid,297.55115509033203,1389727
90819,merge,312.99614906311035,1383224
90819,hybrid,300.48489570617676,1391570
90905,merge,314.8150444030762,1384782
90905,hybrid,300.6598949432373,1393175
91011,merge,315.6759738922119,1386111
91011,hybrid,312.8929138183594,1394684
91129,merge,315.55700302124023,1388348
91129,hybrid,299.3450164794922,1396850
91233,merge,317.2922134399414,1389586
91233,hybrid,302.3982048034668,1398186
91329,merge,317.5210952758789,1391659
91329,hybrid,304.14843559265137,1400320
91367,merge,316.54906272888184,1392609
91367,hybrid,299.56507682800293,1401061
91459,merge,320.8909034729004,1393625
91459,hybrid,303.45606803894043,1402285
91586,merge,319.8680877685547,1396201
91586,hybrid,304.21900749206543,1404902
91683,merge,315.2189254760742,1397437
91683,hybrid,304.6870231628418,1406201
91827,merge,317.03805923461914,1399846
91827,hybrid,304.36015129089355,1408581
91904,merge,319.14520263671875,1401481
91904,hybrid,303.3630847930908,1410093
91956,merge,319.2300796508789,1402081
91956,hybrid,305.48787117004395,1410814
92065,merge,319.14710998535156,1403781
92065,hybrid,303.952693939209,1412573
92198,merge,325.70791244506836,1406007
92198,hybrid,308.60209465026855,1414820
92290,merge,322.0410346984863,1407761
92290,hybrid,305.0661087036133,1416673
92356,merge,319.9119567871094,1408709
92356,hybrid,305.7060241699219,1417725
92507,merge,320.8320140838623,1411410
92507,hybrid,306.0128688812256,1420392
92570,merge,321.55585289001465,1412470
92570,hybrid,306.47993087768555,1421514
92709,merge,322.6051330566406,1414947
92709,hybrid,307.5368404388428,1423967
92764,merge,332.5071334838867,1415250
92764,hybrid,316.9121742248535,1424416
92899,merge,321.73705101013184,1417720
92899,hybrid,308.0918788909912,1426921
93035,merge,322.59607315063477,1420086
93035,hybrid,305.71913719177246,1429347
93141,merge,324.85508918762207,1421582
93141,hybrid,307.74784088134766,1430851
93177,merge,326.2319564819336,1422403
93177,hybrid,319.5912837982178,1431665
93344,merge,328.9179801940918,1425080
93344,hybrid,309.79299545288086,1434294
93372,merge,324.9239921569824,1425684
93372,hybrid,310.4839324951172,1435030
93533,merge,323.9271640777588,1428109
93533,hybrid,311.10525131225586,1437572
93628,merge,325.3920078277588,1429683
93628,hybrid,309.5080852508545,1439147
93684,merge,329.70118522644043,1430635
93684,hybrid,317.6267147064209,1440060
93787,merge,327.49009132385254,1432532
93787,hybrid,311.0837936401367,1441889
93880,merge,326.754093170166,1434343
93880,hybrid,312.8049373626709,1443687
93978,merge,328.15098762512207,1435345
93978,hybrid,310.2889060974121,1444875
94076,merge,329.5469284057617,1437081
94076,hybrid,311.33079528808594,1446622
94233,merge,336.2441062927246,1440021
94233,hybrid,319.98610496520996,1449614
94296,merge,328.035831451416,1441028
94296,hybrid,312.741756439209,1450609
94428,merge,329.0088176727295,1443279
94428,hybrid,313.5857582092285,1452893
94502,merge,331.1140537261963,1444526
94502,hybrid,313.6329650878906,1454172
94578,merge,337.7490043640137,1445577
94578,hybrid,321.0420608520508,1455191
94726,merge,332.7441215515137,1448217
94726,hybrid,314.50533866882324,1457979
94849,merge,329.8039436340332,1450472
94849,hybrid,314.0268325805664,1460097
94930,merge,331.4239978790283,1451657
94930,hybrid,315.5510425567627,1461477
95019,merge,329.21481132507324,1452872
95019,hybrid,313.7171268463135,1462727
95051,merge,329.8969268798828,1453743
95051,hybrid,315.34695625305176,1463605
95189,merge,333.00113677978516,1455931
95189,hybrid,315.97280502319336,1465720
95296,merge,335.70313453674316,1457467
95296,hybrid,314.81003761291504,1467460
95360,merge,337.46790885925293,1458789
95360,hybrid,323.2760429382324,1468649
95486,merge,332.56983757019043,1460933
95486,hybrid,316.9882297515869,1470743
95625,merge,333.7547779083252,1462993
95625,hybrid,318.2210922241211,1473026
95674,merge,335.02888679504395,1464131
95674,hybrid,320.91307640075684,1474242
95815,merge,334.8550796508789,1466461
95815,hybrid,319.0441131591797,1476438
95913,merge,335.53600311279297,1468014
95913,hybrid,318.5768127441406,1478129
96049,merge,347.0499515533447,1470529
96049,hybrid,329.0591239929199,1480736
96062,merge,341.42494201660156,1470648
96062,hybrid,326.28512382507324,1480694
96179,merge,336.8380069732666,1472342
96179,hybrid,322.8931427001953,1482656
96277,merge,334.2747688293457,1474130
96277,hybrid,319.8390007019043,1484385
96389,merge,338.176965713501,1476001
96389,hybrid,319.8058605194092,1486216
96548,merge,336.90595626831055,1478642
96548,hybrid,320.35112380981445,1488859
96637,merge,339.2221927642822,1480036
96637,hybrid,320.972204208374,1490388
96686,merge,337.0630741119385,1480844
96686,hybrid,321.8798637390137,1491232
96797,merge,339.21265602111816,1482975
96797,hybrid,322.22509384155273,1493380
96875,merge,339.0829563140869,1483992
96875,hybrid,320.58095932006836,1494426
96974,merge,338.30809593200684,1485563
96974,hybrid,322.7119445800781,1495920
97099,merge,340.0270938873291,1487593
97099,hybrid,323.5669136047363,1498082
97206,merge,337.88299560546875,1489588
97206,hybrid,322.77512550354004,1500110
97271,merge,340.2278423309326,1490457
97271,hybrid,323.5430717468262,1501059
97391,merge,339.7858142852783,1492690
97391,hybrid,325.4551887512207,1503260
97472,merge,343.2042598724365,1493891
97472,hybrid,330.25598526000977,1504378
97593,merge,342.42701530456543,1495873
97593,hybrid,324.64599609375,1506535
97657,merge,348.1018543243408,1497287
97657,hybrid,333.47082138061523,1507883
97817,merge,341.25280380249023,1499715
97817,hybrid,324.79000091552734,1510358
97949,merge,349.0180969238281,1501859
97949,hybrid,332.1208953857422,1512672
97962,merge,342.4222469329834,1502150
97962,hybrid,326.0459899902344,1513057
98109,merge,342.01812744140625,1504649
98109,hybrid,326.25508308410645,1515494
98172,merge,344.15698051452637,1505575
98172,hybrid,326.46703720092773,1516373
98301,merge,342.90003776550293,1507459
98301,hybrid,326.5109062194824,1518404
98418,merge,346.0049629211426,1509914
98418,hybrid,331.04991912841797,1520764
98520,merge,343.6760902404785,1511364
98520,hybrid,328.24110984802246,1522474
98625,merge,345.7009792327881,1513191
98625,hybrid,327.71897315979004,1524338
98701,merge,344.588041305542,1514765
98701,hybrid,339.45703506469727,1526083
98752,merge,345.42012214660645,1515348
98752,hybrid,328.5257816314697,1526624
98859,merge,345.33023834228516,1517260
98859,hybrid,328.66930961608887,1528705
98953,merge,346.3709354400635,1518832
98953,hybrid,327.9869556427002,1530444
99084,merge,347.2428321838379,1520776
99084,hybrid,329.47683334350586,1532513
99199,merge,347.29504585266113,1523016
99199,hybrid,330.4920196533203,1534907
99347,merge,348.0641841888428,1525359
99347,hybrid,331.2819004058838,1537204
99412,merge,352.2019386291504,1526582
99412,hybrid,337.3708724975586,1538661
99456,merge,349.1368293762207,1527487
99456,hybrid,335.4208469390869,1539527
99569,merge,358.5400581359863,1529004
99569,hybrid,332.1516513824463,1541340
99682,merge,349.0281105041504,1531273
99682,hybrid,332.55505561828613,1543562
99846,merge,349.16114807128906,1533850
99846,hybrid,332.34286308288574,1546334
99861,merge,348.6611843109131,1533979
99861,hybrid,331.82692527770996,1546538
99966,merge,352.24294662475586,1535864
99966,hybrid,333.5278034210205,1548416
100096,merge,353.8827896118164,1538036
100096,hybrid,343.303918838501,1550659
100165,merge,350.09098052978516,1539203
100165,hybrid,333.82415771484375,1551925
100271,merge,351.2589931488037,1540902
100271,hybrid,333.53495597839355,1553823
100364,merge,353.20091247558594,1542425
100364,hybrid,334.6278667449951,1555413
100473,merge,361.20009422302246,1544033
100473,hybrid,345.4921245574951,1557219
100624,merge,352.694034576416,1546709
100624,hybrid,334.55395698547363,1559977
100686,merge,355.40199279785156,1547572
100686,hybrid,335.93273162841797,1560961
100775,merge,355.8459281921387,1549306
100775,hybrid,336.1928462982178,1562654
100916,merge,354.3570041656494,1551722
100916,hybrid,337.30578422546387,1565182
100998,merge,354.3848991394043,1553322
100998,hybrid,337.22805976867676,1566814
101053,merge,354.8541069030762,1554312
101053,hybrid,337.74805068969727,1567852
101158,merge,367.43807792663574,1555666
101158,hybrid,345.78990936279297,1569564
101331,merge,354.22277450561523,1558754
101331,hybrid,337.0389938354492,1572739
101447,merge,354.9950122833252,1560886
101447,hybrid,338.1466865539551,1574853
101466,merge,356.3408851623535,1561389
101466,hybrid,339.1079902648926,1575451
101590,merge,365.2160167694092,1563201
101590,hybrid,342.4990177154541,1577446
101698,merge,358.4630489349365,1564926
101698,hybrid,339.42317962646484,1579211
101810,merge,357.18798637390137,1566961
101810,hybrid,340.55185317993164,1581358
101882,merge,358.6139678955078,1567844
101882,hybrid,339.75696563720703,1582427
101997,merge,357.5119972229004,1569872
101997,hybrid,340.8019542694092,1584626
102091,merge,358.9520454406738,1571346
102091,hybrid,341.6271209716797,1586013
102163,merge,358.9792251586914,1572835
102163,hybrid,342.41414070129395,1587738
102269,merge,360.41808128356934,1574561
102269,hybrid,340.8792018890381,1589459
102417,merge,361.0849380493164,1577041
102417,hybrid,341.5498733520508,1592250
102518,merge,360.5949878692627,1578525
102518,hybrid,341.0637378692627,1593764
102604,merge,360.8376979827881,1580275
102604,hybrid,344.0132141113281,1595383
102735,merge,360.57400703430176,1582560
102735,hybrid,342.5028324127197,1597914
102820,merge,361.68599128723145,1583914
102820,hybrid,341.42589569091797,1599277
102856,merge,369.19498443603516,1584622
102856,hybrid,342.8628444671631,1599949
102988,merge,361.0501289367676,1586847
102988,hybrid,345.62087059020996,1602417
103119,merge,361.8607521057129,1588724
103119,hybrid,344.5580005645752,1604482
103156,merge,363.21091651916504,1589326
103156,hybrid,346.5399742126465,1605215
103279,merge,363.4061813354492,1591728
103279,hybrid,345.2737331390381,1607694
103406,merge,364.27903175354004,1593608
103406,hybrid,344.27714347839355,1609691
103494,merge,364.1788959503174,1595039
103494,hybrid,345.80087661743164,1611192
103575,merge,370.9239959716797,1596563
103575,hybrid,345.3829288482666,1612747
103661,merge,375.37312507629395,1598137
103661,hybrid,359.23099517822266,1614402
103780,merge,364.46094512939453,1600390
103780,hybrid,346.7569351196289,1616673
103861,merge,364.7751808166504,1601501
103861,hybrid,345.68023681640625,1618093
104036,merge,365.3738498687744,1604376
104036,hybrid,346.3261127471924,1621059
104059,merge,364.49408531188965,1604747
104059,hybrid,349.00903701782227,1621341
104217,merge,376.6140937805176,1607646
104217,hybrid,356.9982051849365,1624494
104276,merge,366.3628101348877,1608563
104276,hybrid,347.78690338134766,1625563
104371,merge,365.53406715393066,1610029
104371,hybrid,349.64609146118164,1626984
104539,merge,379.9896240234375,1612687
104539,hybrid,356.0938835144043,1629850
104555,merge,367.9969310760498,1613242
104555,hybrid,349.0440845489502,1630506
104662,merge,368.89171600341797,1614781
104662,hybrid,349.89476203918457,1632163
104799,merge,368.12305450439453,1617825
104799,hybrid,352.45370864868164,1634982
104922,merge,368.2718276977539,1619249
104922,hybrid,350.92830657958984,1636727
104958,merge,367.76280403137207,1619908
104958,hybrid,350.79073905944824,1637591
105149,merge,371.0610866546631,1623216
105149,hybrid,349.3828773498535,1641021
105182,merge,372.17211723327637,1624026
105182,hybrid,358.7000370025635,1641768
105347,merge,370.8300590515137,1626728
105347,hybrid,352.4959087371826,1644606
105381,merge,370.1660633087158,1627148
105381,hybrid,353.79910469055176,1645142
105502,merge,379.6648979187012,1629022
105502,hybrid,355.6969165802002,1647148
105626,merge,372.13587760925293,1631298
105626,hybrid,353.63197326660156,1649366
105659,merge,370.955228805542,1631595
105659,hybrid,352.5378704071045,1649826
105788,merge,374.35102462768555,1634107
105788,hybrid,353.7440299987793,1652530
105872,merge,374.0651607513428,1635407
105872,hybrid,355.31091690063477,1653953
105995,merge,375.507116317749,1637482
105995,hybrid,355.79395294189453,1656139
106077,merge,372.6997375488281,1639110
106077,hybrid,354.4020652770996,1657796
106168,merge,374.3419647216797,1640249
106168,hybrid,355.6971549987793,1659159
106325,merge,374.14026260375977,1642913
106325,hybrid,355.5777072906494,1661836
106428,merge,375.413179397583,1644582
106428,hybrid,355.71813583374023,1663780
106511,merge,376.60694122314453,1646325
106511,hybrid,357.2828769683838,1665514
106553,merge,376.1129379272461,1646726
106553,hybrid,356.2300205230713,1666058
106701,merge,374.70483779907227,1649595
106701,hybrid,356.342077255249,1668882
106833,merge,381.19006156921387,1651439
106833,hybrid,358.43801498413086,1670949
106921,merge,377.413272857666,1653131
106921,hybrid,358.48498344421387,1672716
106968,merge,385.1158618927002,1653612
106968,hybrid,367.7802085876465,1673322
107093,merge,386.41905784606934,1655936
107093,hybrid,359.47704315185547,1675680
107212,merge,378.19910049438477,1657904
107212,hybrid,359.2820167541504,1677710
107324,merge,378.1168460845947,1659904
107324,hybrid,358.8368892669678,1679864
107363,merge,387.74895668029785,1660278
107363,hybrid,363.4488582611084,1680283
107548,merge,378.98707389831543,1663560
107548,hybrid,360.00680923461914,1683786
107601,merge,390.09881019592285,1664723
107601,hybrid,369.60721015930176,1684916
107656,merge,381.23321533203125,1665372
107656,hybrid,360.2590560913086,1685655
107805,merge,386.7621421813965,1667990
107805,hybrid,369.7857856750488,1688436
107941,merge,379.4550895690918,1670414
107941,hybrid,360.7821464538574,1690979
108047,merge,380.9089660644531,1672154
108047,hybrid,362.3039722442627,1692876
108126,merge,382.3549747467041,1673440
108126,hybrid,361.8481159210205,1694297
108176,merge,381.20198249816895,1674457
108176,hybrid,361.583948135376,1695305
108260,merge,382.01022148132324,1675426
108260,hybrid,362.09893226623535,1696547
108380,merge,384.4921588897705,1677433
108380,hybrid,364.1669750213623,1698497
108466,merge,387.06493377685547,1678943
108466,hybrid,363.38186264038086,1700105
108609,merge,383.7580680847168,1681655
108609,hybrid,363.99126052856445,1702739
108702,merge,383.49294662475586,1683052
108702,hybrid,364.32886123657227,1704329
108753,merge,384.40608978271484,1684083
108753,hybrid,364.92371559143066,1705477
108885,merge,384.25326347351074,1685989
108885,hybrid,369.9948787689209,1707357
108955,merge,383.56518745422363,1687283
108955,hybrid,365.4909133911133,1708846
109063,merge,389.0819549560547,1689321
109063,hybrid,374.54915046691895,1710928
109175,merge,385.4200839996338,1691368
109175,hybrid,371.5991973876953,1713173
109285,merge,397.7668285369873,1693064
109285,hybrid,377.4228096008301,1714961
109441,merge,386.72471046447754,1695540
109441,hybrid,368.98207664489746,1717474
109527,merge,386.7368698120117,1697029
109527,hybrid,367.0949935913086,1719165
109554,merge,387.7730369567871,1697412
109554,hybrid,372.661828994751,1719679
109656,merge,387.1772289276123,1699095
109656,hybrid,367.6002025604248,1721617
109793,merge,387.65597343444824,1701680
109793,hybrid,367.9788112640381,1724143
109931,merge,387.9411220550537,1703936
109931,hybrid,369.06886100769043,1726511
110037,merge,396.2528705596924,1706018
110037,hybrid,380.45406341552734,1728674
110104,merge,388.4749412536621,1706544
110104,hybrid,370.0699806213379,1729274
110151,merge,388.6270523071289,1707604
110151,hybrid,368.2668209075928,1730470
110338,merge,389.48893547058105,1711055
110338,hybrid,372.7149963378906,1733953
110381,merge,391.7522430419922,1711555
110381,hybrid,370.21684646606445,1734635
110456,merge,389.57786560058594,1712621
110456,hybrid,405.5922031402588,1735847
110579,merge,404.13594245910645,1714982
110579,hybrid,381.44707679748535,1738172
110701,merge,419.9228286743164,1717062
110701,hybrid,380.1898956298828,1740273
110846,merge,414.2000675201416,1719197
110846,hybrid,373.7821578979492,1742649
110877,merge,401.26514434814453,1719774
110877,hybrid,374.2232322692871,1743291
111012,merge,391.67213439941406,1722054
111012,hybrid,375.791072845459,1745675
111112,merge,397.5329399108887,1723957
111112,hybrid,374.18603897094727,1747814
111222,merge,393.74518394470215,1725901
111222,hybrid,373.3172416687012,1749595
111336,merge,395.8141803741455,1727469
111336,hybrid,378.572940826416,1751464
111393,merge,393.963098526001,1728652
111393,hybrid,375.08106231689453,1752810
111523,merge,395.85399627685547,1730607
111523,hybrid,381.9010257720947,1754801
111563,merge,396.3358402252197,1731461
111563,hybrid,375.46396255493164,1755555
111745,merge,401.51381492614746,1734676
111745,hybrid,383.9271068572998,1758973
111847,merge,395.40886878967285,1736253
111847,hybrid,375.460147857666,1760839
111899,merge,395.7047462463379,1737512
111899,hybrid,376.4309883117676,1761967
111972,merge,395.1411247253418,1738548
111972,hybrid,376.0800361633301,1763269
112092,merge,396.04711532592773,1740449
112092,hybrid,375.2446174621582,1765038
112196,merge,396.5110778808594,1741986
112196,hybrid,376.812219619751,1766774
112320,merge,399.49703216552734,1744397
112320,hybrid,376.71709060668945,1769284
112362,merge,396.71969413757324,1745062
112362,hybrid,377.61688232421875,1769956
112473,merge,397.4480628967285,1746942
112473,hybrid,377.78472900390625,1772032
112622,merge,407.9141616821289,1749166
112622,hybrid,392.58694648742676,1774232
112653,merge,398.1759548187256,1750004
112653,hybrid,377.25305557250977,1775235
112759,merge,399.10411834716797,1751718
112759,hybrid,384.0830326080322,1777035
112862,merge,403.08380126953125,1753603
112862,hybrid,382.37905502319336,1779078
112954,merge,405.5049419403076,1755386
112954,hybrid,379.6570301055908,1780827
113120,merge,399.6150493621826,1757775
113120,hybrid,379.7569274902344,1783623
113185,merge,414.257287979126,1758708
113185,hybrid,392.301082611084,1784575
113347,merge,402.4829864501953,1761794
113347,hybrid,384.98878479003906,1787629
113379,merge,401.11279487609863,1762143
113379,hybrid,381.0281753540039,1788153
113539,merge,404.03103828430176,1764698
113539,hybrid,385.0409984588623,1790833
113629,merge,402.87208557128906,1766228
113629,hybrid,384.71198081970215,1792515
113730,merge,412.1849536895752,1768101
113730,hybrid,391.77584648132324,1794559
113798,merge,401.5529155731201,1769171
113798,hybrid,383.2509517669678,1795520
