dimension,edges,isDirectional,minWeight,maxWeight,queue,graphInput,time
39,0,False,0,1,heap,adjList,0.00095367431640625
39,0,False,0,1,heap,adjMatrix,0.003814697265625
39,0,False,0,1,array,adjList,0.00095367431640625
39,0,False,0,1,array,adjMatrix,0.0040531158447265625
40,0,False,0,1,heap,adjList,0.00095367431640625
40,0,False,0,1,heap,adjMatrix,0.00476837158203125
40,0,False,0,1,array,adjList,0.0007152557373046875
40,0,False,0,1,array,adjMatrix,0.0030994415283203125
41,0,False,0,1,heap,adjList,0.00286102294921875
41,0,False,0,1,heap,adjMatrix,0.007152557373046875
41,0,False,0,1,array,adjList,0.00095367431640625
41,0,False,0,1,array,adjMatrix,0.003814697265625
42,0,False,0,1,heap,adjList,0.0016689300537109375
42,0,False,0,1,heap,adjMatrix,0.0069141387939453125
42,0,False,0,1,array,adjList,0.0030994415283203125
42,0,False,0,1,array,adjMatrix,0.0050067901611328125
43,0,False,0,1,heap,adjList,0.00095367431640625
43,0,False,0,1,heap,adjMatrix,0.003814697265625
43,0,False,0,1,array,adjList,0.00095367431640625
43,0,False,0,1,array,adjMatrix,0.00476837158203125
44,0,False,0,1,heap,adjList,0.0011920928955078125
44,0,False,0,1,heap,adjMatrix,0.0040531158447265625
44,0,False,0,1,array,adjList,0.00095367431640625
44,0,False,0,1,array,adjMatrix,0.0030994415283203125
45,0,False,0,1,heap,adjList,0.00095367431640625
45,0,False,0,1,heap,adjMatrix,0.0040531158447265625
45,0,False,0,1,array,adjList,0.00095367431640625
45,0,False,0,1,array,adjMatrix,0.010013580322265625
46,0,False,0,1,heap,adjList,0.00095367431640625
46,0,False,0,1,heap,adjMatrix,0.0030994415283203125
46,0,False,0,1,array,adjList,0.0011920928955078125
46,0,False,0,1,array,adjMatrix,0.0040531158447265625
47,0,False,0,1,heap,adjList,0.0011920928955078125
47,0,False,0,1,heap,adjMatrix,0.003814697265625
47,0,False,0,1,array,adjList,0.00095367431640625
47,0,False,0,1,array,adjMatrix,0.0040531158447265625
48,0,False,0,1,heap,adjList,0.00095367431640625
48,0,False,0,1,heap,adjMatrix,0.003814697265625
48,0,False,0,1,array,adjList,0.0040531158447265625
48,0,False,0,1,array,adjMatrix,0.005245208740234375
49,0,False,0,1,heap,adjList,0.00095367431640625
49,0,False,0,1,heap,adjMatrix,0.004291534423828125
49,0,False,0,1,array,adjList,0.0019073486328125
49,0,False,0,1,array,adjMatrix,0.0040531158447265625
50,0,False,0,1,heap,adjList,0.00095367431640625
50,0,False,0,1,heap,adjMatrix,0.004291534423828125
50,0,False,0,1,array,adjList,0.0021457672119140625
50,0,False,0,1,array,adjMatrix,0.005245208740234375
51,0,False,0,1,heap,adjList,0.0021457672119140625
51,0,False,0,1,heap,adjMatrix,0.005245208740234375
51,0,False,0,1,array,adjList,0.00095367431640625
51,0,False,0,1,array,adjMatrix,0.0050067901611328125
52,0,False,0,1,heap,adjList,0.0019073486328125
52,0,False,0,1,heap,adjMatrix,0.0040531158447265625
52,0,False,0,1,array,adjList,0.0007152557373046875
52,0,False,0,1,array,adjMatrix,0.0050067901611328125
53,0,False,0,1,heap,adjList,0.0021457672119140625
53,0,False,0,1,heap,adjMatrix,0.003814697265625
53,0,False,0,1,array,adjList,0.003814697265625
53,0,False,0,1,array,adjMatrix,0.0050067901611328125
54,0,False,0,1,heap,adjList,0.0021457672119140625
54,0,False,0,1,heap,adjMatrix,0.0059604644775390625
54,0,False,0,1,array,adjList,0.0019073486328125
54,0,False,0,1,array,adjMatrix,0.00476837158203125
55,0,False,0,1,heap,adjList,0.0011920928955078125
55,0,False,0,1,heap,adjMatrix,0.005245208740234375
55,0,False,0,1,array,adjList,0.0011920928955078125
55,0,False,0,1,array,adjMatrix,0.008344650268554688
56,0,False,0,1,heap,adjList,0.0019073486328125
56,0,False,0,1,heap,adjMatrix,0.0059604644775390625
56,0,False,0,1,array,adjList,0.0021457672119140625
56,0,False,0,1,array,adjMatrix,0.0069141387939453125
57,0,False,0,1,heap,adjList,0.0021457672119140625
57,0,False,0,1,heap,adjMatrix,0.007867813110351562
57,0,False,0,1,array,adjList,0.00286102294921875
57,0,False,0,1,array,adjMatrix,0.0069141387939453125
58,0,False,0,1,heap,adjList,0.0021457672119140625
58,0,False,0,1,heap,adjMatrix,0.009059906005859375
58,0,False,0,1,array,adjList,0.0019073486328125
58,0,False,0,1,array,adjMatrix,0.0069141387939453125
59,0,False,0,1,heap,adjList,0.0016689300537109375
59,0,False,0,1,heap,adjMatrix,0.0059604644775390625
59,0,False,0,1,array,adjList,0.00095367431640625
59,0,False,0,1,array,adjMatrix,0.006198883056640625
60,0,False,0,1,heap,adjList,0.00095367431640625
60,0,False,0,1,heap,adjMatrix,0.0069141387939453125
60,0,False,0,1,array,adjList,0.0021457672119140625
60,0,False,0,1,array,adjMatrix,0.0059604644775390625
61,0,False,0,1,heap,adjList,0.0021457672119140625
61,0,False,0,1,heap,adjMatrix,0.0050067901611328125
61,0,False,0,1,array,adjList,0.0019073486328125
61,0,False,0,1,array,adjMatrix,0.00476837158203125
62,0,False,0,1,heap,adjList,0.0030994415283203125
62,0,False,0,1,heap,adjMatrix,0.0069141387939453125
62,0,False,0,1,array,adjList,0.00095367431640625
62,0,False,0,1,array,adjMatrix,0.0050067901611328125
63,0,False,0,1,heap,adjList,0.00095367431640625
63,0,False,0,1,heap,adjMatrix,0.0069141387939453125
63,0,False,0,1,array,adjList,0.00286102294921875
63,0,False,0,1,array,adjMatrix,0.0057220458984375
64,0,False,0,1,heap,adjList,0.00286102294921875
64,0,False,0,1,heap,adjMatrix,0.0059604644775390625
64,0,False,0,1,array,adjList,0.0040531158447265625
64,0,False,0,1,array,adjMatrix,0.0059604644775390625
65,0,False,0,1,heap,adjList,0.0019073486328125
65,0,False,0,1,heap,adjMatrix,0.0069141387939453125
65,0,False,0,1,array,adjList,0.0019073486328125
65,0,False,0,1,array,adjMatrix,0.005245208740234375
66,0,False,0,1,heap,adjList,0.0019073486328125
66,0,False,0,1,heap,adjMatrix,0.0069141387939453125
66,0,False,0,1,array,adjList,0.0011920928955078125
66,0,False,0,1,array,adjMatrix,0.0059604644775390625
67,0,False,0,1,heap,adjList,0.00095367431640625
67,0,False,0,1,heap,adjMatrix,0.0059604644775390625
67,0,False,0,1,array,adjList,0.0021457672119140625
67,0,False,0,1,array,adjMatrix,0.0069141387939453125
68,0,False,0,1,heap,adjList,0.0011920928955078125
68,0,False,0,1,heap,adjMatrix,0.009298324584960938
68,0,False,0,1,array,adjList,0.0021457672119140625
68,0,False,0,1,array,adjMatrix,0.0059604644775390625
69,0,False,0,1,heap,adjList,0.0019073486328125
69,0,False,0,1,heap,adjMatrix,0.009059906005859375
69,0,False,0,1,array,adjList,0.0030994415283203125
69,0,False,0,1,array,adjMatrix,0.0059604644775390625
